seed,trajectory,phase_b_batch_digest,phase_b_sampler_digest,probe_train_digest,probe_eval_digest,reconstruction_passed
157,nested_reset,a2c457201476c09e3fd5048f4d9d23e4ff3ac42fced160939c61c971d6db27f2,23a612d3c15e91eff40440c7f614f6d4410aff4318bad86c8188c9be8faca4a7,2806437cac75b1a25b3406f66669351b20cce84e5bed04d42aa82bdcb7b4fc42,39b2f011e2a480c62eaae68c38a9ccd26b65125a23f65c02e0b6ef932e7af8db,True
157,independent_reset,a2c457201476c09e3fd5048f4d9d23e4ff3ac42fced160939c61c971d6db27f2,23a612d3c15e91eff40440c7f614f6d4410aff4318bad86c8188c9be8faca4a7,2806437cac75b1a25b3406f66669351b20cce84e5bed04d42aa82bdcb7b4fc42,39b2f011e2a480c62eaae68c38a9ccd26b65125a23f65c02e0b6ef932e7af8db,True
157,sham,a2c457201476c09e3fd5048f4d9d23e4ff3ac42fced160939c61c971d6db27f2,23a612d3c15e91eff40440c7f614f6d4410aff4318bad86c8188c9be8faca4a7,2806437cac75b1a25b3406f66669351b20cce84e5bed04d42aa82bdcb7b4fc42,39b2f011e2a480c62eaae68c38a9ccd26b65125a23f65c02e0b6ef932e7af8db,True
157,nested_carry,a2c457201476c09e3fd5048f4d9d23e4ff3ac42fced160939c61c971d6db27f2,23a612d3c15e91eff40440c7f614f6d4410aff4318bad86c8188c9be8faca4a7,2806437cac75b1a25b3406f66669351b20cce84e5bed04d42aa82bdcb7b4fc42,39b2f011e2a480c62eaae68c38a9ccd26b65125a23f65c02e0b6ef932e7af8db,True
157,independent_carry,a2c457201476c09e3fd5048f4d9d23e4ff3ac42fced160939c61c971d6db27f2,23a612d3c15e91eff40440c7f614f6d4410aff4318bad86c8188c9be8faca4a7,2806437cac75b1a25b3406f66669351b20cce84e5bed04d42aa82bdcb7b4fc42,39b2f011e2a480c62eaae68c38a9ccd26b65125a23f65c02e0b6ef932e7af8db,True
157,scratch,a2c457201476c09e3fd5048f4d9d23e4ff3ac42fced160939c61c971d6db27f2,23a612d3c15e91eff40440c7f614f6d4410aff4318bad86c8188c9be8faca4a7,2806437cac75b1a25b3406f66669351b20cce84e5bed04d42aa82bdcb7b4fc42,39b2f011e2a480c62eaae68c38a9ccd26b65125a23f65c02e0b6ef932e7af8db,True
163,independent_carry,39d6b44bda2d47d99ffffa09293557f00466e781bacefbaa1fcfe8193b3c7000,50f9893067fb60031a891eb5127f28c35857cab17e47aba619b4ca58eb28fa87,9643c0966ef87f5f4da677544d3d539651847587fac56da0b3a6537d63c0fe1c,23b37b5ebdeef753c93f06d45797271e67c4864e4cbb045a99225527c2124ecd,True
163,nested_reset,39d6b44bda2d47d99ffffa09293557f00466e781bacefbaa1fcfe8193b3c7000,50f9893067fb60031a891eb5127f28c35857cab17e47aba619b4ca58eb28fa87,9643c0966ef87f5f4da677544d3d539651847587fac56da0b3a6537d63c0fe1c,23b37b5ebdeef753c93f06d45797271e67c4864e4cbb045a99225527c2124ecd,True
163,independent_reset,39d6b44bda2d47d99ffffa09293557f00466e781bacefbaa1fcfe8193b3c7000,50f9893067fb60031a891eb5127f28c35857cab17e47aba619b4ca58eb28fa87,9643c0966ef87f5f4da677544d3d539651847587fac56da0b3a6537d63c0fe1c,23b37b5ebdeef753c93f06d45797271e67c4864e4cbb045a99225527c2124ecd,True
163,sham,39d6b44bda2d47d99ffffa09293557f00466e781bacefbaa1fcfe8193b3c7000,50f9893067fb60031a891eb5127f28c35857cab17e47aba619b4ca58eb28fa87,9643c0966ef87f5f4da677544d3d539651847587fac56da0b3a6537d63c0fe1c,23b37b5ebdeef753c93f06d45797271e67c4864e4cbb045a99225527c2124ecd,True
163,scratch,39d6b44bda2d47d99ffffa09293557f00466e781bacefbaa1fcfe8193b3c7000,50f9893067fb60031a891eb5127f28c35857cab17e47aba619b4ca58eb28fa87,9643c0966ef87f5f4da677544d3d539651847587fac56da0b3a6537d63c0fe1c,23b37b5ebdeef753c93f06d45797271e67c4864e4cbb045a99225527c2124ecd,True
163,nested_carry,39d6b44bda2d47d99ffffa09293557f00466e781bacefbaa1fcfe8193b3c7000,50f9893067fb60031a891eb5127f28c35857cab17e47aba619b4ca58eb28fa87,9643c0966ef87f5f4da677544d3d539651847587fac56da0b3a6537d63c0fe1c,23b37b5ebdeef753c93f06d45797271e67c4864e4cbb045a99225527c2124ecd,True
167,independent_carry,b94e9ace80ee4a8f024718c80de188d0502d73e1448646d5fa79e7d10f1a3ada,d7e489f81a8b9bccd26c1d6d452e1077b883dc247fa283c53fbb35f17864a942,37c0db02e0ebcd74bf1ab88e33473749424086a70fe24910555f113b6e8800c3,0b5733ea5d898840026804251e9786475c12c40b2283bf93bea62d8cf393f147,True
167,sham,b94e9ace80ee4a8f024718c80de188d0502d73e1448646d5fa79e7d10f1a3ada,d7e489f81a8b9bccd26c1d6d452e1077b883dc247fa283c53fbb35f17864a942,37c0db02e0ebcd74bf1ab88e33473749424086a70fe24910555f113b6e8800c3,0b5733ea5d898840026804251e9786475c12c40b2283bf93bea62d8cf393f147,True
167,nested_carry,b94e9ace80ee4a8f024718c80de188d0502d73e1448646d5fa79e7d10f1a3ada,d7e489f81a8b9bccd26c1d6d452e1077b883dc247fa283c53fbb35f17864a942,37c0db02e0ebcd74bf1ab88e33473749424086a70fe24910555f113b6e8800c3,0b5733ea5d898840026804251e9786475c12c40b2283bf93bea62d8cf393f147,True
167,nested_reset,b94e9ace80ee4a8f024718c80de188d0502d73e1448646d5fa79e7d10f1a3ada,d7e489f81a8b9bccd26c1d6d452e1077b883dc247fa283c53fbb35f17864a942,37c0db02e0ebcd74bf1ab88e33473749424086a70fe24910555f113b6e8800c3,0b5733ea5d898840026804251e9786475c12c40b2283bf93bea62d8cf393f147,True
167,independent_reset,b94e9ace80ee4a8f024718c80de188d0502d73e1448646d5fa79e7d10f1a3ada,d7e489f81a8b9bccd26c1d6d452e1077b883dc247fa283c53fbb35f17864a942,37c0db02e0ebcd74bf1ab88e33473749424086a70fe24910555f113b6e8800c3,0b5733ea5d898840026804251e9786475c12c40b2283bf93bea62d8cf393f147,True
167,scratch,b94e9ace80ee4a8f024718c80de188d0502d73e1448646d5fa79e7d10f1a3ada,d7e489f81a8b9bccd26c1d6d452e1077b883dc247fa283c53fbb35f17864a942,37c0db02e0ebcd74bf1ab88e33473749424086a70fe24910555f113b6e8800c3,0b5733ea5d898840026804251e9786475c12c40b2283bf93bea62d8cf393f147,True
173,nested_carry,1b2b18cbe69fd8a1c175faf56a6cc078334deca32a34e9d8d5f8c39118644346,116ae04f133812759a4af35d6c1c0e025119b08927aa1cbae7070b3ecdcd4beb,7b303248433c1cafa1cce7cc552251b22a602dc45dd6aa4e794a39603879c42e,82dbdd157cf92d008776839ad3d359067f933c17fc5b0ea80df68d9ac5f13aee,True
173,nested_reset,1b2b18cbe69fd8a1c175faf56a6cc078334deca32a34e9d8d5f8c39118644346,116ae04f133812759a4af35d6c1c0e025119b08927aa1cbae7070b3ecdcd4beb,7b303248433c1cafa1cce7cc552251b22a602dc45dd6aa4e794a39603879c42e,82dbdd157cf92d008776839ad3d359067f933c17fc5b0ea80df68d9ac5f13aee,True
173,independent_carry,1b2b18cbe69fd8a1c175faf56a6cc078334deca32a34e9d8d5f8c39118644346,116ae04f133812759a4af35d6c1c0e025119b08927aa1cbae7070b3ecdcd4beb,7b303248433c1cafa1cce7cc552251b22a602dc45dd6aa4e794a39603879c42e,82dbdd157cf92d008776839ad3d359067f933c17fc5b0ea80df68d9ac5f13aee,True
173,scratch,1b2b18cbe69fd8a1c175faf56a6cc078334deca32a34e9d8d5f8c39118644346,116ae04f133812759a4af35d6c1c0e025119b08927aa1cbae7070b3ecdcd4beb,7b303248433c1cafa1cce7cc552251b22a602dc45dd6aa4e794a39603879c42e,82dbdd157cf92d008776839ad3d359067f933c17fc5b0ea80df68d9ac5f13aee,True
173,sham,1b2b18cbe69fd8a1c175faf56a6cc078334deca32a34e9d8d5f8c39118644346,116ae04f133812759a4af35d6c1c0e025119b08927aa1cbae7070b3ecdcd4beb,7b303248433c1cafa1cce7cc552251b22a602dc45dd6aa4e794a39603879c42e,82dbdd157cf92d008776839ad3d359067f933c17fc5b0ea80df68d9ac5f13aee,True
173,independent_reset,1b2b18cbe69fd8a1c175faf56a6cc078334deca32a34e9d8d5f8c39118644346,116ae04f133812759a4af35d6c1c0e025119b08927aa1cbae7070b3ecdcd4beb,7b303248433c1cafa1cce7cc552251b22a602dc45dd6aa4e794a39603879c42e,82dbdd157cf92d008776839ad3d359067f933c17fc5b0ea80df68d9ac5f13aee,True
179,nested_carry,00f0092834ea7e40137051cae16b68c27c0ea1636da5e7d2ce52c49bb932da81,3215f34d330f17f5e787ac42e7db3cf4e493a37ccf1e4f4d496aadaf38820eeb,67fb3805a4f824be7e46e2ffe33461c3d3cc1044383df49536c6ca392169cbf2,83b5d355e80710a9e459efa0857b63a39a85645731353401b5f1555c4ec0bb8d,True
179,independent_carry,00f0092834ea7e40137051cae16b68c27c0ea1636da5e7d2ce52c49bb932da81,3215f34d330f17f5e787ac42e7db3cf4e493a37ccf1e4f4d496aadaf38820eeb,67fb3805a4f824be7e46e2ffe33461c3d3cc1044383df49536c6ca392169cbf2,83b5d355e80710a9e459efa0857b63a39a85645731353401b5f1555c4ec0bb8d,True
179,scratch,00f0092834ea7e40137051cae16b68c27c0ea1636da5e7d2ce52c49bb932da81,3215f34d330f17f5e787ac42e7db3cf4e493a37ccf1e4f4d496aadaf38820eeb,67fb3805a4f824be7e46e2ffe33461c3d3cc1044383df49536c6ca392169cbf2,83b5d355e80710a9e459efa0857b63a39a85645731353401b5f1555c4ec0bb8d,True
179,independent_reset,00f0092834ea7e40137051cae16b68c27c0ea1636da5e7d2ce52c49bb932da81,3215f34d330f17f5e787ac42e7db3cf4e493a37ccf1e4f4d496aadaf38820eeb,67fb3805a4f824be7e46e2ffe33461c3d3cc1044383df49536c6ca392169cbf2,83b5d355e80710a9e459efa0857b63a39a85645731353401b5f1555c4ec0bb8d,True
179,nested_reset,00f0092834ea7e40137051cae16b68c27c0ea1636da5e7d2ce52c49bb932da81,3215f34d330f17f5e787ac42e7db3cf4e493a37ccf1e4f4d496aadaf38820eeb,67fb3805a4f824be7e46e2ffe33461c3d3cc1044383df49536c6ca392169cbf2,83b5d355e80710a9e459efa0857b63a39a85645731353401b5f1555c4ec0bb8d,True
179,sham,00f0092834ea7e40137051cae16b68c27c0ea1636da5e7d2ce52c49bb932da81,3215f34d330f17f5e787ac42e7db3cf4e493a37ccf1e4f4d496aadaf38820eeb,67fb3805a4f824be7e46e2ffe33461c3d3cc1044383df49536c6ca392169cbf2,83b5d355e80710a9e459efa0857b63a39a85645731353401b5f1555c4ec0bb8d,True
181,independent_reset,28195c59d6a2d362f4f21eedb30c01ed3efd7eb89014ed8c0774507b01b38972,13c857fa340c88e60302c726366fdfbb4e40a4e70bc08e5900b42824f154a4c1,cb2e0a8f1661abf313efe30f75b2e68aee8046889fd3550014958b614c3d5647,96e97cbd7b3a17c37d906549bad3b4fa2b828cf57a4137eb36c4578d248088cc,True
181,independent_carry,28195c59d6a2d362f4f21eedb30c01ed3efd7eb89014ed8c0774507b01b38972,13c857fa340c88e60302c726366fdfbb4e40a4e70bc08e5900b42824f154a4c1,cb2e0a8f1661abf313efe30f75b2e68aee8046889fd3550014958b614c3d5647,96e97cbd7b3a17c37d906549bad3b4fa2b828cf57a4137eb36c4578d248088cc,True
181,sham,28195c59d6a2d362f4f21eedb30c01ed3efd7eb89014ed8c0774507b01b38972,13c857fa340c88e60302c726366fdfbb4e40a4e70bc08e5900b42824f154a4c1,cb2e0a8f1661abf313efe30f75b2e68aee8046889fd3550014958b614c3d5647,96e97cbd7b3a17c37d906549bad3b4fa2b828cf57a4137eb36c4578d248088cc,True
181,nested_reset,28195c59d6a2d362f4f21eedb30c01ed3efd7eb89014ed8c0774507b01b38972,13c857fa340c88e60302c726366fdfbb4e40a4e70bc08e5900b42824f154a4c1,cb2e0a8f1661abf313efe30f75b2e68aee8046889fd3550014958b614c3d5647,96e97cbd7b3a17c37d906549bad3b4fa2b828cf57a4137eb36c4578d248088cc,True
181,nested_carry,28195c59d6a2d362f4f21eedb30c01ed3efd7eb89014ed8c0774507b01b38972,13c857fa340c88e60302c726366fdfbb4e40a4e70bc08e5900b42824f154a4c1,cb2e0a8f1661abf313efe30f75b2e68aee8046889fd3550014958b614c3d5647,96e97cbd7b3a17c37d906549bad3b4fa2b828cf57a4137eb36c4578d248088cc,True
181,scratch,28195c59d6a2d362f4f21eedb30c01ed3efd7eb89014ed8c0774507b01b38972,13c857fa340c88e60302c726366fdfbb4e40a4e70bc08e5900b42824f154a4c1,cb2e0a8f1661abf313efe30f75b2e68aee8046889fd3550014958b614c3d5647,96e97cbd7b3a17c37d906549bad3b4fa2b828cf57a4137eb36c4578d248088cc,True
191,scratch,6815694a97569236f3d2962d40cdb6c7702f3e9fad4a9a924a1490fd8815a6e9,71161cdcd848331f0d9adf0d11e21a335dc2c51b159f73aac87964a2c8c79b86,3f9bc9e248dc6a032551c6f6ba35dee4462ffdb8f3e66689050eb3c6803f7d10,82d419ae97475f158dd8da00fc8f0a05cdf48ada96a4deb78b45edf4e1567ed5,True
191,nested_reset,6815694a97569236f3d2962d40cdb6c7702f3e9fad4a9a924a1490fd8815a6e9,71161cdcd848331f0d9adf0d11e21a335dc2c51b159f73aac87964a2c8c79b86,3f9bc9e248dc6a032551c6f6ba35dee4462ffdb8f3e66689050eb3c6803f7d10,82d419ae97475f158dd8da00fc8f0a05cdf48ada96a4deb78b45edf4e1567ed5,True
191,independent_reset,6815694a97569236f3d2962d40cdb6c7702f3e9fad4a9a924a1490fd8815a6e9,71161cdcd848331f0d9adf0d11e21a335dc2c51b159f73aac87964a2c8c79b86,3f9bc9e248dc6a032551c6f6ba35dee4462ffdb8f3e66689050eb3c6803f7d10,82d419ae97475f158dd8da00fc8f0a05cdf48ada96a4deb78b45edf4e1567ed5,True
191,nested_carry,6815694a97569236f3d2962d40cdb6c7702f3e9fad4a9a924a1490fd8815a6e9,71161cdcd848331f0d9adf0d11e21a335dc2c51b159f73aac87964a2c8c79b86,3f9bc9e248dc6a032551c6f6ba35dee4462ffdb8f3e66689050eb3c6803f7d10,82d419ae97475f158dd8da00fc8f0a05cdf48ada96a4deb78b45edf4e1567ed5,True
191,sham,6815694a97569236f3d2962d40cdb6c7702f3e9fad4a9a924a1490fd8815a6e9,71161cdcd848331f0d9adf0d11e21a335dc2c51b159f73aac87964a2c8c79b86,3f9bc9e248dc6a032551c6f6ba35dee4462ffdb8f3e66689050eb3c6803f7d10,82d419ae97475f158dd8da00fc8f0a05cdf48ada96a4deb78b45edf4e1567ed5,True
