seed,trajectory,local_step,global_step,eligible_intersection,target_accuracy,boolean_signature,boolean_signature_int,tuple_consistency,behavior_P,causal_P,causal_probability_P,probe_final_hidden_P,probe_first_hidden_P,probe_selective_final_hidden_P,control_P,pure_P,behavior_Q,causal_Q,causal_probability_Q,probe_final_hidden_Q,probe_first_hidden_Q,probe_selective_final_hidden_Q,control_Q,pure_Q,behavior_Y,causal_Y,causal_probability_Y,probe_final_hidden_Y,probe_first_hidden_Y,probe_selective_final_hidden_Y,control_Y,pure_Y,control_taxonomy
157,independent_carry,0,45,True,0.501708984375,00001111,15,0.993408203125,0.993408203125,0.99365234375,0.8737932832000994,1.0,1.0,0.372802734375,0.9935302734375,True,0.506591796875,0.5059814453125,0.5584982300405517,0.97265625,0.937744140625,0.345458984375,0.50628662109375,False,0.501708984375,0.5003662109375,0.5011806410061961,0.51953125,0.515380859375,-0.107666015625,0.50103759765625,False,P
157,independent_carry,1,46,True,0.502197265625,00001111,15,0.989990234375,0.989990234375,0.9906005859375,0.8618674381649567,1.0,1.0,0.37548828125,0.99029541015625,True,0.510009765625,0.5093994140625,0.5646796058239113,0.979248046875,0.9443359375,0.354736328125,0.50970458984375,False,0.502197265625,0.500244140625,0.5012672071054235,0.521728515625,0.519775390625,-0.102783203125,0.501220703125,False,P
157,independent_carry,2,47,True,0.50244140625,00001111,15,0.98583984375,0.98583984375,0.98583984375,0.8467740570127547,1.0,1.0,0.3740234375,0.98583984375,True,0.51416015625,0.51348876953125,0.5720797269505409,0.983642578125,0.95068359375,0.357666015625,0.513824462890625,False,0.50244140625,0.5008544921875,0.5013744077066368,0.523681640625,0.522216796875,-0.102294921875,0.50164794921875,False,P
157,independent_carry,3,48,True,0.50244140625,00001111,15,0.97900390625,0.97900390625,0.9774169921875,0.8287056836835287,1.0,1.0,0.376708984375,0.97821044921875,True,0.52099609375,0.52081298828125,0.5805335165975871,0.9873046875,0.956787109375,0.364013671875,0.520904541015625,False,0.50244140625,0.5008951822916666,0.5015032171774455,0.523681640625,0.524658203125,-0.099609375,0.5016682942708333,False,P
157,independent_carry,4,49,True,0.502197265625,00001111,15,0.967041015625,0.967041015625,0.9644775390625,0.8081199510255759,1.0,1.0,0.37646484375,0.96575927734375,True,0.532958984375,0.53228759765625,0.5897655663189496,0.990234375,0.963623046875,0.36669921875,0.532623291015625,False,0.502197265625,0.5016276041666666,0.501629100809236,0.525634765625,0.524658203125,-0.097900390625,0.5019124348958333,False,P
157,independent_carry,5,50,True,0.503173828125,00001111,15,0.958251953125,0.958251953125,0.953369140625,0.7862451519471233,1.0,1.0,0.371337890625,0.955810546875,True,0.541748046875,0.54248046875,0.5992037472513851,0.994140625,0.970703125,0.365478515625,0.5421142578125,False,0.503173828125,0.5026448567708334,0.5017562569470996,0.527099609375,0.52587890625,-0.1015625,0.5029093424479167,False,P
157,independent_carry,7,52,True,0.502685546875,00001111,15,0.924072265625,0.924072265625,0.91650390625,0.739412556240638,1.0,1.0,0.36572265625,0.9202880859375,True,0.575927734375,0.5772705078125,0.61816491658643,0.997802734375,0.981689453125,0.363525390625,0.57659912109375,False,0.502685546875,0.5030517578125,0.5019651663584425,0.531982421875,0.53125,-0.102294921875,0.50286865234375,False,P
157,independent_carry,9,54,True,0.509033203125,00001111,15,0.848388671875,0.848388671875,0.846435546875,0.6925027474169907,1.0,1.0,0.364990234375,0.847412109375,False,0.651611328125,0.65130615234375,0.6359189591384828,0.99951171875,0.9912109375,0.364501953125,0.651458740234375,False,0.509033203125,0.506591796875,0.5020624909041337,0.528076171875,0.535400390625,-0.10693359375,0.5078125,False,mixed_or_none
157,independent_carry,13,58,True,0.509033203125,00110011,51,0.871826171875,0.628173828125,0.6279296875,0.6125659358125453,0.999755859375,1.0,0.359130859375,0.6280517578125,False,0.871826171875,0.869384765625,0.6661629284405978,1.0,0.998779296875,0.359375,0.87060546875,False,0.509033203125,0.5073649088541666,0.5020200533471362,0.53466796875,0.548095703125,-0.10595703125,0.5081990559895833,False,mixed_or_none
157,independent_carry,17,62,True,0.501953125,00110011,51,0.98193359375,0.51806640625,0.5194091796875,0.5591503843896923,0.998779296875,1.0,0.350830078125,0.51873779296875,False,0.98193359375,0.9815673828125,0.6996984827001154,1.0,0.999755859375,0.35205078125,0.98175048828125,True,0.501953125,0.5016682942708334,0.501975845571698,0.5380859375,0.55859375,-0.10986328125,0.5018107096354167,False,Q
157,independent_carry,24,69,True,0.5,00110011,51,1.0,0.5,0.5,0.5092148747388273,0.996337890625,1.0,0.338623046875,0.5,False,1.0,1.0,0.7811610287046228,1.0,1.0,0.34228515625,1.0,True,0.5,0.5,0.5020096467952206,0.5380859375,0.577392578125,-0.11962890625,0.5,False,Q
157,independent_carry,33,78,True,0.5,00110011,51,1.0,0.5,0.5,0.48849003911206434,0.99365234375,1.0,0.3505859375,0.5,False,1.0,1.0,0.879180085704669,1.0,1.0,0.35693359375,1.0,True,0.5,0.5,0.5023955056003707,0.56494140625,0.614990234375,-0.078125,0.5,False,Q
157,independent_carry,45,90,True,0.5,00110011,51,1.0,0.5,0.5,0.4911576105386285,0.989990234375,1.0,0.353271484375,0.5,False,1.0,1.0,0.9265355266745795,1.0,1.0,0.36328125,1.0,True,0.5,0.5,0.50356351866048,0.5986328125,0.65869140625,-0.0380859375,0.5,False,Q
157,independent_carry,62,107,True,0.5,00110011,51,1.0,0.5,0.5,0.49541386825593314,0.983154296875,0.999755859375,0.322509765625,0.5,False,1.0,1.0,0.8966010291071073,1.0,1.0,0.33935546875,1.0,True,0.5,0.5,0.511143485169431,0.663330078125,0.713623046875,0.002685546875,0.5,False,Q
157,independent_carry,85,130,True,0.5009765625,00110011,51,0.9990234375,0.5,0.5003662109375,0.5032502749026707,0.9814453125,0.99951171875,0.3076171875,0.50018310546875,False,0.9990234375,0.99853515625,0.8745345763995733,1.0,1.0,0.326171875,0.998779296875,True,0.5009765625,0.5015055338541666,0.5281418084233755,0.715576171875,0.747314453125,0.041748046875,0.5012410481770833,False,Q
157,independent_carry,117,162,True,0.5703125,00110011,51,0.9296875,0.50048828125,0.50390625,0.5003081230899646,0.98876953125,0.999267578125,0.2861328125,0.502197265625,False,0.9296875,0.9317626953125,0.8403355140125167,1.0,1.0,0.29736328125,0.93072509765625,True,0.5703125,0.5693359375,0.5786838736028174,0.782958984375,0.779296875,0.080322265625,0.56982421875,False,Q
157,independent_carry,128,173,True,0.607177734375,00110011,51,0.892822265625,0.498779296875,0.4981689453125,0.49477733598110357,0.9873046875,0.99951171875,0.26904296875,0.49847412109375,False,0.892822265625,0.89404296875,0.8202172839709493,1.0,1.0,0.28173828125,0.8934326171875,False,0.607177734375,0.6064453125,0.601491476363515,0.81591796875,0.80078125,0.09765625,0.6068115234375,False,mixed_or_none
157,independent_carry,161,206,True,0.66845703125,00110011,51,0.83154296875,0.50146484375,0.5,0.5002193697011958,0.98388671875,0.998779296875,0.24365234375,0.500732421875,False,0.83154296875,0.832275390625,0.7708475816445168,1.0,1.0,0.259765625,0.8319091796875,False,0.66845703125,0.6680501302083334,0.6744416845541646,0.9326171875,0.919189453125,0.1923828125,0.6682535807291667,False,mixed_or_none
157,independent_carry,222,267,True,1.0,01010101,85,1.0,0.5,0.5,0.49846367892837024,0.9853515625,1.0,0.26806640625,0.5,False,0.5,0.5001220703125,0.5356812491811256,0.998291015625,0.9990234375,0.281005859375,0.50006103515625,False,1.0,0.9997965494791667,0.9582028580330302,1.0,1.0,0.28271484375,0.9998982747395834,True,Y
157,independent_carry,304,349,True,1.0,01010101,85,1.0,0.5,0.5,0.5000007316473641,0.985107421875,1.0,0.255126953125,0.5,False,0.5,0.5,0.506201559876258,0.99658203125,0.99951171875,0.2666015625,0.5,False,1.0,1.0,0.9928239702395116,1.0,1.0,0.27001953125,1.0,True,Y
