inference_status,run_id,seed,cohort,q_only_error_count,step,examples_seen,cumulative_q_only_presentations,unique_q_only_rows_seen,seen_active_codewords,active_codeword_coverage,signature,tuple_consistency,codeword_consistency,nuisance_consistency,stable_gate,taxonomy,q_only_diagnostic_accuracy,common_iid_target_accuracy,q_only_factorial_accuracy,q_only_target_probability,q_only_seen_accuracy,q_only_seen_target_probability,q_only_unseen_accuracy,q_only_unseen_target_probability,seen_minus_unseen_probability,behavior_P,behavior_Q,behavior_Y,causal_P,causal_Q,causal_Y,probe_P,probe_Q,probe_Y,tuple_-+-_positive_rate,tuple_-+-_target_probability,tuple_+-+_positive_rate,tuple_+-+_target_probability
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,0,0,0,0,0,0.0,255,0.995849609375,1.0,0.995849609375,0,other semantic rule,0.5004,0.499,0.50390625,0.5001659025852666,,,0.50390625,0.5001659025852666,,0.500244140625,0.498291015625,0.502685546875,0.4993896484375,0.49896240234375,0.5013916015625,0.975830078125,0.660888671875,0.50732421875,0.9921875,0.4617739865084185,1.0,0.5385578186621147
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,1,250,0,0,0,0.0,255,0.99609375,1.0,0.99609375,0,other semantic rule,0.5051,0.50575,0.5029296875,0.5057962090702176,,,0.5029296875,0.5057962090702176,,0.50390625,0.498046875,0.4990234375,0.50390625,0.5001220703125,0.499658203125,0.9794921875,0.662109375,0.50537109375,0.994140625,0.46872723673792516,1.0,0.5428651814025102
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,2,500,0,0,0,0.0,255,0.9638671875,1.0,0.9638671875,0,other semantic rule,0.5337,0.5325,0.541015625,0.5115142533343743,,,0.541015625,0.5115142533343743,,0.53515625,0.498046875,0.50341796875,0.5355224609375,0.5018310546875,0.50087890625,0.984375,0.664306640625,0.51025390625,0.91796875,0.4796648676865526,1.0,0.5433636389821959
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,3,750,0,0,0,0.0,255,0.86181640625,0.94140625,0.87255859375,0,nuisance/state-sensitive,0.6199,0.62375,0.6240234375,0.5177209169528678,,,0.6240234375,0.5177209169528678,,0.63671875,0.515625,0.501953125,0.636474609375,0.515380859375,0.5010986328125,0.989013671875,0.6767578125,0.497314453125,0.751953125,0.48982075016422444,1.0,0.545621083741511
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,4,1000,0,0,0,0.0,63,0.773681640625,0.78515625,0.832763671875,0,nuisance/state-sensitive,0.7188,0.72075,0.736328125,0.5244870030199287,,,0.736328125,0.5244870030199287,,0.752197265625,0.525634765625,0.505615234375,0.748291015625,0.52587890625,0.502392578125,0.991455078125,0.697021484375,0.499267578125,0.52734375,0.49811478281765464,1.0,0.5508592232222029
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,5,1250,0,0,0,0.0,15,0.8134765625,0.84765625,0.8486328125,0,nuisance/state-sensitive,0.7872,0.7775,0.7890625,0.531983495521251,,,0.7890625,0.531983495521251,,0.8134765625,0.53125,0.50537109375,0.81298828125,0.526611328125,0.501611328125,0.99560546875,0.712646484375,0.494873046875,0.419921875,0.5043294065307815,0.998046875,0.5596375845117205
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,7,1750,0,0,0,0.0,15,0.93310546875,0.984375,0.93359375,0,pure P,0.9095,0.8555,0.9208984375,0.5499334952453153,,,0.9208984375,0.5499334952453153,,0.93310546875,0.51416015625,0.501953125,0.9298095703125,0.51495361328125,0.5003662109375,0.998291015625,0.7470703125,0.494140625,0.15625,0.5252639077558596,0.998046875,0.574603082734771
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,9,2250,0,0,0,0.0,15,0.968017578125,1.0,0.968017578125,0,pure P,0.9583,0.88425,0.9658203125,0.5723203751908905,,,0.9658203125,0.5723203751908905,,0.968017578125,0.507080078125,0.502685546875,0.9671630859375,0.50848388671875,0.500732421875,0.99951171875,0.77490234375,0.4921875,0.06640625,0.5511421258651308,0.998046875,0.5934986245166501
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,13,3250,0,0,0,0.0,15,0.98779296875,1.0,0.98779296875,0,pure P,0.9835,0.8945,0.986328125,0.6304787813967806,,,0.986328125,0.6304787813967806,,0.98779296875,0.50634765625,0.50341796875,0.9886474609375,0.5050048828125,0.501171875,0.999755859375,0.822509765625,0.495849609375,0.01953125,0.6202461756919282,0.9921875,0.6407113871016332
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,17,4250,0,0,0,0.0,15,0.99658203125,1.0,0.99658203125,0,pure P,0.9956,0.89825,0.99609375,0.70597251264812,,,0.99609375,0.70597251264812,,0.99658203125,0.50244140625,0.5009765625,0.9969482421875,0.50152587890625,0.5000732421875,1.0,0.86669921875,0.4931640625,0.0078125,0.7027144444880902,1.0,0.7092305808081499
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,24,6000,0,0,0,0.0,15,1.0,1.0,1.0,0,pure P,1.0,0.9,1.0,0.8459268621490204,,,1.0,0.8459268621490204,,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.924072265625,0.499267578125,0.0,0.8438815895556909,1.0,0.8479721347423499
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,33,8250,0,0,0,0.0,15,1.0,1.0,1.0,0,pure P,1.0,0.9,1.0,0.8925267369560215,,,1.0,0.8925267369560215,,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.96044921875,0.49658203125,0.0,0.9198388686477303,1.0,0.8652146052643128
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,45,11250,0,0,0,0.0,15,0.998291015625,1.0,0.998291015625,0,pure P,0.9953,0.9005,0.99609375,0.7955188475287772,,,0.99609375,0.7955188475287772,,0.998291015625,0.501708984375,0.499755859375,0.9976806640625,0.50164794921875,0.5,1.0,0.98876953125,0.487548828125,0.0,0.795618604715985,0.9921875,0.7954190903415694
adaptive_exploratory_posthoc_paired_support_intervention,ce8cf77ef32fcd5d651f,11,original,0,62,15500,0,0,0,0.0,15,0.99072265625,1.0,0.99072265625,0,pure P,0.9745,0.902,0.9853515625,0.681854474597164,,,0.9853515625,0.681854474597164,,0.99072265625,0.50927734375,0.501953125,0.98828125,0.51092529296875,0.5010009765625,1.0,0.99951171875,0.485107421875,0.009765625,0.6802867732391393,0.98046875,0.6834221759551886
